SWITCH_CL,NAME,CLAVRX_NAME,DIM,DATA_DEPTH,SCALED,ACT_RANGE1,ACT_RANGE2,STANDARD_NAME,UNITS,LONG_NAME,FLAG_VALUES
1,"refl_0_65um_nom_min_3x3","ref_Ch1_Min_3x3",2,2,1,-2.00000,120.000,"bidirectional_reflectance_0_65_micron_nom_min_3x3","%","3x3 pixel minimum reflectanceat the nominal wavelength of 0.65 microns","none"
1,"refl_0_65um_nom_stddev_3x3","Ref_Ch1_Std_3x3",2,1,1,0.00000,20.0000,"not specified","%","standard deviation of the 0.63 micron reflectance computed over a 3x3 pixel array","none"
1,"temp_11_0um_nom_stddev_3x3","Ref_Ch1_Std_3x3",2,1,1,0.00000,20.0000,"not specified","K","standard deviation of the 11 micron brightness temperature computed over a 3x3 pixel array","none"
1,"temp_11_0um_nom_max_3x3","Bt_Ch31_Max_3x3",2,2,1,180.000,340.000,"not specified","K","maximum of the 11 micron brightness temperature computed over a 3x3 pixel array","none"
1,"cloud_probability","posterior_cld_probability",2,2,1,0.00000,1.00000,"not specified","none","probability of a pixel being cloudy from the Bayesian cloud mask","none"
1,"cloud_mask","cld_mask",2,1,0,0.00000,0.00000,"not specified","none","integer classification of the cloud mask including clear=0, probably-clear=1, probably-cloudy=2, cloudy=3","0"
1,"adj_pix_cloud_mask","Adj_Pix_Cld_Mask",2,1,0,0.00000,0.00000,"adj_pix_cloud_mask","none","integer classification of the adjacent pixel cloud mask including clear=0, probably-clear=1, probably-cloudy=2, cloudy=3","1"
1,"cloud_mask_test_packed_results","special",3,1,0,0.00000,0.00000,"cloud_mask_test_packed_results","none","individual cloud mask packed test results","2"
1,"bayes_mask_sfc_type","Bayes_Mask_Sfc_Type_Global",2,1,0,0.00000,0.00000,"bayes_mask_sfc_type","none","integer classification of the surface type assumed in constructed the Bayesian cloud mask, 1=deep water,2=shallow ocean,3=land,4=snow,5=arctic,6=antarctic+greenland,7=desert","3"
1,"dust_mask","dust_mask",2,1,0,0.00000,0.00000,"not specified","none","integer classification of the presence of dust (0=no,1=yes)","none"
1,"smoke_mask","smoke_mask",2,1,0,0.00000,0.00000,"not specified","none","integer classification of the presence of smoke (0=no,1=yes)","none"
1,"shadow_mask","shadow_mask",2,1,0,0.00000,0.00000,"not specified","none","integer classification of the presence of shadow (0=no,1=yes)","none"
1,"fire_mask","fire_mask",2,1,0,0.00000,0.00000,"not specified","none","integer classification of the presence of fire (0=no,1=yes)","none"
1,"cld_opd_mask","NOT_SET_YET",2,1,1,-0.200000,160.000,"atmosphere_optical_thickness_due_to_cloud_assuming_water_phase","none","cloud optical depth at the nominal wavelength of 0.65 microns, and water phase with 10 micron particle size determined for cloud mask use","none"
1,"cloud_type","cld_type",2,1,0,0.00000,0.00000,"not specified","none","integer classification of the cloud type including clear and aerosol type,0=clear,1=probably clear,2=fog,3=water,4=supercooled water,5=mixed,6=opaque_ice,7=cirrus,8=overlapping,9=overshooting,10=unknown,11=dust,12=smoke","0"
1,"cloud_phase","cld_phase",2,1,0,0.00000,0.00000,"cloud_phase","none","integer classification of the cloud phase including clear and aerosol type,0=clear,1=water,2=supercooled water,3=mixed,4=ice,5=unknown","1"
1,"cloud_phase_aux","Cld_Phase_Aux",2,1,0,0.00000,0.00000,"cloud_phase_aux","none","aux integer classification of the cloud phase including clear and aerosol type,0=clear,1=water,2=supercooled water,3=mixed,4=ice,5=unknown","2"
1,"cloud_mask_aux","Cld_Mask_Aux",2,1,0,0.00000,0.00000,"cloud_mask_aux","none","integer classification of the cloud mask including clear=0, probably-clear=1, probably-cloudy=2, cloudy=3 from mask read from auxiliary data source","3"
1,"cloud_type_aux","Cld_Type_Aux",2,1,0,0.00000,0.00000,"cloud_type_aux","none","integer classification of the cloud type including clear and aerosol type read from auxiliary data source","4"
1,"cld_height_aux","zc_aux",2,2,1,0.00000,20000.0,"height_at_cloud_top_aux","m","cloud height from the auxiliary data source","5"
1,"cld_height_sndr","zc_co2",2,2,1,0.00000,20000.0,"height_at_cloud_top_sndr","m","cloud height from the sounder data source","6"
1,"cld_press_acha","acha%pc",2,2,1,0.00000,1100.00,"air_pressure_at_cloud_top","hPa","cloud-top pressure computed using the AWG cloud height algorithm","7"
1,"cld_temp_acha","acha%tc",2,2,1,160.000,320.000,"air_temperature_at_cloud_top","K","cloud-top temperature computed using the AWG cloud height algorithm - NOAA CDR","8"
1,"cld_height_acha","acha%zc",2,2,1,0.00000,20000.0,"height_at_cloud_top","m","cloud height computed using the AWG cloud height algorithm","9"
1,"cld_height_top_acha","acha%zc_top",2,2,1,0.00000,20000.0,"top_height_of_cloud","m","estimate of actual cloud-top height computed using the AWG cloud height algorithm","10"
1,"cld_press_top_acha","ACHA%Pc_Top",2,2,1,0.00000,1100.00,"top_press_of_cloud","hPa","estimate of actual cloud-top pressure computed using the AWG cloud height algorithm","11"
1,"cld_press_top_l1_aux","Pc_Top1_Aux",2,2,1,0.00000,1100.00,"top_press_of_cloud_layer1_aux","hPa","estimate of actual cloud-top pressure layer1 read from Aux file","12"
1,"cld_press_top_l2_aux","Pc_Top2_Aux",2,2,1,0.00000,1100.00,"top_press_of_cloud_layer2_aux","hPa","estimate of actual cloud-top pressure layer2 read from Aux file","none"
1,"cld_height_base_acha","acha%zc_base",2,2,1,0.00000,20000.0,"base_height_of_cloud","m","estimate of actual cloud-base height computed using the AWG cloud height algorithm","none"
1,"cld_press_base_acha","ACHA%Pc_Base",2,2,1,0.00000,1100.00,"base_press_of_cloud","hPa","estimate of actual cloud-base pressure computed using the AWG cloud height algorithm","none"
1,"cld_height_lower_acha","ACHA%Lower_zc",2,2,1,0.00000,20000.0,"height_of_lower_cloud","m","estimate of actual cloud height of lower cloud computed using the AWG cloud height algorithm","none"
1,"cld_pressure_lower_acha","ACHA%Lower_pc",2,2,1,0.00000,1100.00,"pressure_of_lower_cloud","hPa","estimate of actual cloud pressure of lower cloud computed using the AWG cloud height algorithm","none"
1,"cld_altitude_acha","acha%alt",2,2,1,0.00000,100000.,"altitude_at_cloud_top","feet","cloud height altitude computed from pressure values","none"
1,"cld_base_altitude_acha","ACHA%Base_Alt",2,2,1,0.00000,100000.,"altitude_at_cloud_base","feet","cloud base altitude computed from pressure values","none"
1,"acha_processing_order","acha%processing_order",2,1,0,0.00000,0.00000,"acha_processing_order","none","integer classification of the order of processing with ACHA","none"
1,"acha_inversion_flag","ACHA%Inversion_Flag",2,1,0,0.00000,0.00000,"acha_inversion_flag","none","flag stating whether ACHA was processed assuming an inversion(1) or not(0)","none"
1,"cld_layer","CCL%Cld_Layer",2,1,0,0.00000,0.00000,"cloud_layer","none","cloud layer: 0-none,1:sfc-642 hpa, 2:642-350 hPa, 3:350 hpa -toa","none"
1,"conv_cloud_probability","ACHA%Conv_Cld_Prob",2,1,1,0.00000,1.00000,"convective_cloud_probability","none","convective cloud probility: 0-1","none"
1,"supercooled_cloud_probability","ACHA%Supercooled_Cld_Prob",2,1,1,0.00000,1.00000,"supercooled_cloud_probability","none","convective cloud probility: 0-1","none"
1,"cld_height_h2o","Zc_H2O",2,2,1,0.00000,20000.0,"height_at_cloud_top_from_h2o_intercept","m","cloud-top height computed using the two-point h2o intercept","none"
1,"cld_height_opaque","Zc_opaque_cloud",2,2,1,0.00000,20000.0,"height_at_cloud_top_assuming_opaque","m","cloud-top height computed using assuming the cloud is opaque","none"
1,"cld_temp_opaque","Tc_Opaque_Cloud",2,2,1,160.000,320.000,"cloud_top_temperature_opaque","K","cloud top temperature assuming an opaque cloud","none"
1,"cld_emiss_acha","acha%ec",2,1,1,0.00000,1.00000,"convective_cloud_longwave_emissivity","none","cloud emissivity at the nominal wavelength of 11 microns, determined from the AWG cloud height algorithm - NOAA CDR","none"
1,"cld_beta_acha","acha%beta",2,1,1,0.00000,2.00000,"not specified","none","cloud 11/12 micron beta value determined from the split-window method","none"
1,"cld_height_uncer_acha","acha%zc_uncertainty",2,1,1,0.00000,10000.0,"not specified","m","cloud height uncertainty computed using the AWG cloud height algorithm","none"
1,"cld_temp_uncer_acha","acha%tc_uncertainty",2,1,1,0.00000,100.000,"not specified","K","cloud temperature uncertainty computed using the AWG cloud height algorithm","none"
1,"cld_press_uncer_acha","ACHA%Pc_Uncertainty",2,1,1,0.00000,1000.00,"not specified","hPa","cloud pressure uncertainty computed using the AWG cloud height algorithm","none"
1,"cld_press_uncer1_aux","Pc_Uncertainty1_Aux",2,1,1,0.00000,1000.00,"not specified","hPa","cloud pressure uncertainty layer1 read from the aux","none"
1,"cld_press_uncer2_aux","Pc_Uncertainty2_Aux",2,1,1,0.00000,1000.00,"not specified","hPa","cloud pressure uncertainty layer2 read from the aux","none"
1,"cld_temp_acha_qf","acha%oe_quality_flags_1",2,1,0,0.00000,0.00000,"not specified","none","quality flag for cloud-top temperature from ACHA not attempted=0, failed=1, low quality=2, high quality=3","0"
1,"cld_emiss_acha_qf","acha%oe_quality_flags_2",2,1,0,0.00000,0.00000,"not specified","none","quality flag for 11.0 micron cloud emissivity from ACHA not attempted=0, failed=1, low quality=2, high quality=3","0"
1,"cld_beta_acha_qf","acha%oe_quality_flags_3",2,1,0,0.00000,0.00000,"not specified","none","quality flag for cloud 11.0/12.0 micron beta from ACHA not attempted=0, failed=1, low quality=2, high quality=3","0"
1,"cld_opd_acha","acha%tau",2,1,1,-0.200000,8.00000,"atmosphere_optical_thickness_due_to_cloud","none","cloud optical depth at the nominal wavelength of 0.65 microns, determined from ACHA","1"
1,"cld_reff_acha","acha%reff",2,1,1,0.00000,160.000,"effective_radius_of_cloud_condensed_water_particles_at_cloud_top","micron","effective radius of cloud particles determined from ACHA; see attributes for channels used","2"
1,"acha_quality","ACHA%Packed_Quality_Flags",2,1,0,0.00000,0.00000,"not specified","none","quality flags for ACHA products 1:Processed (0=no,1=yes) 2:valid Tc retrieval (1=yes,0=no) 3:valid ec retrieval (1=yes,0=no) 4:valid beta retrieval (1=yes,0=no) 5:degraded Tc retrieval (1=yes,0=no) 6:degraded ec retrieval (1=yes,0=no) 7:degraded beta retrieval (1=yes,0=no)","0"
1,"acha_info","ACHA%Packed_Meta_Data_Flags",2,1,0,0.00000,0.00000,"not specified","none","processing information for ACHA (0=no/1=yes) 1:Cloud Height Attempted 2:Bias Correction Employed 3:Ice Cloud Retrieval 4:Local Radiative Center Processing Used 5:Multi-layer Retrieval 6:Lower Cloud Interpolation Used 7:Boundary Layer Inversion Assumed","0"
1,"cost_acha","ACHA%Cost",2,2,1,0.00000,1000.00,"cost_acha","none","final cost function value from acha optimal estimation","1"
1,"cost_aux","cost_aux",2,2,1,0.00000,1000.00,"cost_aux","none","final cost function value from aux optimal estimation","none"
1,"cld_opd_dcomp","tau_dcomp",2,2,1,-0.200000,160.000,"atmosphere_optical_thickness_due_to_cloud","none","cloud optical depth at the nominal wavelength of 0.65 microns, determined from DCOMP - NOAA CDR","none"
1,"cld_opd_aux","Tau_Aux",2,2,1,-0.200000,160.000,"atmosphere_optical_thickness_due_to_cloud_aux","none","cloud optical depth at the nominal wavelength of 0.65 microns, read from aux file","none"
1,"cld_reff_dcomp","reff_dcomp",2,2,1,0.00000,160.000,"effective_radius_of_cloud_condensed_water_particles_at_cloud_top","micron","effective radius of cloud particles determined from DCOMP; see attributes for channels used - NOAA CDR","none"
1,"cld_reff_aux","Reff_Aux",2,2,1,-0.200000,160.000,"effective_radius_of_cloud_condensed_water_particles_at_cloud_top","none","effective radius of cloud particles read from aux file","none"
1,"cld_opd_dcomp_unc","tau_dcomp_cost",2,2,1,-0.200000,160.000,"not specified","none","uncertainty in the log10 cloud optical depth at the nominal wavelength of 0.65 microns, determined from DCOMP; see attributes for channels used","none"
1,"cld_reff_dcomp_unc","reff_dcomp_cost",2,2,1,0.00000,160.000,"not specified","micron","uncertainty in the log10 effective radius of cloud particle determined from DCOMP; see attributes for channels used","none"
1,"cld_opd_dcomp_qf","tau_dcomp_qf",2,1,0,0.00000,0.00000,"not specified","none","quality flag for cloud optical depth from DCOMP not attempted=0, failed=1, low quality=2, high quality=3","0"
1,"cld_reff_dcomp_qf","reff_dcomp_qf",2,1,0,0.00000,0.00000,"not specified","none","quality flag for cloud effective radius from DCOMP not attempted=0, failed=1, low quality=2, high quality=3","0"
1,"dcomp_quality","Dcomp_quality_flag",2,1,0,0.00000,0.00000,"not specified","none","quality flags for DCOMP products 1:Processed (0=no,1=yes) 2:valid COD retrieval (0=yes,1=no) 3:valid REF retrieval (0=yes,1=no) 4:degraded COD retrieval (0=no,1=degraded) 5:degraded REF retrieval (0=no,1=degraded) 6:convergency (0=no,1=yes) 7:glint (0=no,1=yes)","0"
1,"dcomp_info","dcomp_info_flag",2,2,0,0.00000,0.00000,"not specified","none","processing flags for DCOMP 1:info flag set ? (0=no,1=yes) 2:land/sea mask (0=land,1=sea) 3:day/night mask (0=Day,1=Night) 4:twilight (65-82 solar zenith) (0=no,1=yes) 5:snow (0=no,1= snow) 6:sea-ice (0=no,1=sea-ice) 7:phase (0=liquid,1=ice) 8:thick_cloud (0=no,1=yes) 9:thin_cloud (0=no,1=yes)","0"
1,"insolation_dcomp","Insolation_Dcomp",2,2,1,0.00000,1500.00,"surface_downwelling_shortwave_flux_dcomp","W m-2","surface downwelling shortwave flux computed from the DCOMP cloud properties","1"
1,"insolation_diffuse_dcomp","Insolation_Dcomp_Diffuse",2,2,1,0.00000,1500.00,"surface_downwelling_shortwave_flux_diffuse_dcomp","W m-2","diffuse component of the surface downwelling shortwave flux computed from the DCOMP cloud properties","none"
1,"cdnc_dcomp","cdnc_dcomp",2,2,1,0.00000,1000.00,"cloud_droplet_number_concentration","cm-3","cloud_droplet_number_concentration from DCOMP algorithm","none"
1,"hcld_dcomp","hcld_dcomp",2,2,1,0.00000,4000.00,"geometrical_thickness_of_liquid_clouds","m","geometrical_thickness_of_liquid_clouds based on DCOMP","none"
1,"cld_opd_nlcomp","Tau_Nlcomp",2,2,1,-0.200000,160.000,"atmosphere_optical_thickness_due_to_cloud","none","cloud optical depth at the nominal wavelength of 0.65 microns, determined from NLCOMP","none"
1,"cld_reff_nlcomp","Reff_Nlcomp",2,2,1,0.00000,160.000,"effective_radius_of_cloud_particle","micron","effective radius of cloud particles determined from NLCOMP; see attributes for channels used","none"
1,"cld_opd_nlcomp_unc","Tau_Nlcomp_Cost",2,2,1,-0.200000,160.000,"atmosphere_optical_thickness_due_to_cloud","none","uncertainty in cloud optical depth at the nominal wavelength of 0.65 microns, determined from NLCOMP","none"
1,"cld_reff_nlcomp_unc","Reff_Nlcomp_Cost",2,2,1,0.00000,160.000,"effective_radius_of_cloud_particle","micron","effective radius of cloud particle determined from NLCOMP; see attributes for channels used","none"
1,"nlcomp_quality","Nlcomp_quality_flag",2,1,0,0.00000,0.00000,"nlcomp_quality","none","quality flags for NLCOMP products  see documentation http://cimss.ssec.wisc.edu/clavr/ 1:Processed (0=no,1=yes) 2:valid COD retrieval (0=yes,1=no) 3:valid REF retrieval (0=yes,1=no) 4:degraded COD retrieval (0=no,1=degraded) 5:degraded REF retrieval (0=no,1=degraded) 6:convergency (0=no,1=yes) 7:glint (0=no,1=yes)","none"
1,"nlcomp_info","Nlcomp_Info_Flag",2,2,0,0.00000,0.00000,"nlcomp_info","none","processing flags for NLCOMP see http://cimss.ssec.wisc.edu/clavr/ 1: info flag set ? (0=no,1=yes) 2: land/sea mask (0=land,1=sea) 3: day/night mask (0=Day,1=Night) 4: twilight (65-82 solar zenith) (0=no,1=yes) 5: snow (0=no,1= snow) 6: sea-ice (0=no,1=sea-ice) 7: phase (0=liquid,1=ice) 8: thick_cloud (0=no,1=yes) 9: thin_cloud (0=no,1=yes)","none"
1,"cloud_albedo_0_65um_nom","cloud_063um_albedo",2,1,1,0.00000,1.00000,"cloud_albedo","none","cloud albedo at 0.65 microns nominal from DCOMP","none"
1,"cloud_transmission_0_65um_nom","cloud_063um_transmission_solar",2,1,1,0.00000,1.00000,"not specified","none","cloud transmission 0.65 microns nominal from DCOMP","none"
1,"cloud_fraction","CCL%Cloud_Fraction",2,1,1,0.00000,1.00000,"cloud_area_fraction","none","cloud fraction computed over a 3x3 pixel array at the native resolution centered on this pixel","none"
1,"high_cloud_fraction","CCL%high_cloud_fraction",2,1,1,0.00000,1.00000,"high_cloud_area_fraction","none","high cloud fraction computed over a 3x3 pixel array at the native resolution centered on this pixel. High clouds have pressures less than 440 hPa.","none"
1,"mid_cloud_fraction","CCL%mid_cloud_fraction",2,1,1,0.00000,1.00000,"mid_cloud_area_fraction","none","mid cloud fraction computed over a 3x3 pixel array at the native resolution centered on this pixel. Mid clouds have pressures greater than 440 and less than 680 hPa","none"
1,"low_cloud_fraction","CCL%low_cloud_fraction",2,1,1,0.00000,1.00000,"low_cloud_area_fraction","none","low cloud fraction computed over a 3x3 pixel array at the native resolution centered on this pixel. Low clouds have pressures greater than 680 hPa","none"
1,"cloud_fraction_uncertainty","CCL%Cloud_Fraction_Uncer",2,1,1,0.00000,1.00000,"not specified","none","cloud fraction uncertainty computed over a 3x3 array","none"
1,"emiss_3_75um_nom","Ems_Ch20",2,2,1,0.500000,3.00000,"top_of_atmosphere_emissivity_3_75_micron_nominal","none","top of atmosphere emissivity at the nominal wavelength of 3.75 microns","none"
1,"emiss_3_75um_nom_clear","Ems_Ch20_Clear_Rtm",2,2,1,0.500000,3.00000,"top_of_atmosphere_emissivity_3_75_micron_nominal_clear","none","top of atmosphere clear sky emissivity estimateat the nominal wavelength of 3.75 microns","none"
1,"emiss_3_75um_nom_median_3x3","Ems_Ch20_Median_3x3",2,2,1,0.500000,3.00000,"emissivity_3_75_micron_nominal_median_3x3","none","3x3 pixel median top of atmosphere emissivity at the nominal wavelength of 3.75 microns","none"
1,"temp_3_75um_nom_median_3x3","Bt_Ch20_median_3x3",2,2,1,180.000,340.000,"brightness_temperature_3.7_micron_nominal_median_3x3","none","3x3 pixel median filtered brightness temperature at the nominal wavelength of 3.75 microns","none"
1,"diff_ch31_ch32_bt_ch31_max_3x3","Btd_Ch31_Ch32_Bt_Ch31_Max_3x3",2,2,1,-4.00000,12.0000,"difference_11_minus_12_brightness_temperature_max_3x3","K","3x3 pixel maximum of 11.0 micron minus 12.0 micronbrightness temperatures (nominal wavelengths)","none"
1,"emissivity_11um_tropopause","ch(31)%Emiss_Tropo",2,1,1,-0.500000,1.20000,"not specified","none","emissivity at the nominal wavelength of 11 microns, assuming the cloud was located at the Tropopause","none"
1,"beta_11um_85um_tropopause","Beta_11um_85um_Tropo_Rtm",2,1,1,0.00000,2.00000,"beta_11um_85um_tropopause","none","cloud 11/8.5 micron beta value assuming cloud resides at tropopause","none"
1,"beta_11um_12um_tropopause","Beta_11um_12um_Tropo_Rtm",2,1,1,0.00000,2.00000,"beta_11um_12um_tropopause","none","cloud 11/12 micron beta value assuming cloud resides at tropopause","none"
1,"aot_0_65um_nom","aot1",2,2,1,-0.200000,5.00000,"optical_thickness_of_atmosphere_layer_due_to_aerosol_0.65_micron nominal","none","optical thickness of atmosphere layer due to aerosol at the nominal wavelength of 0.65 microns","none"
1,"aot_qf","aot_qf",2,1,0,0.00000,0.00000,"optical_thickness_of_atmosphere_layer_quality_flag","none","quality flag for optical thickness of atmosphere layer","none"
1,"olr","olr",2,1,1,50.0000,350.000,"toa_net_upward_longwave_flux","W m-2","top of atmosphere outgoing longwave radiation","none"
1,"ndvi_sfc","ndvi_sfc",2,1,1,-0.500000,1.00000,"normalized_difference_vegetation_index","none","normalized difference vegetation index, atmospherically corrected","none"
