SWITCH_CL,Dim,NAME,CLAVRX_NAME,DTYPE,SCALED,ACT_RANGE1,ACT_RANGE2,VAL_RANGE1,VAL_RANGE2,FILL,ADD_OFFS,STANDARD_NAME,UNITS,LONG_NAME
1,2,cld_height_top_acha,acha%zc_top,2,1,0,20,1,255,0,10,top_height_of_cloud,km,estimate of actual cloud-top height computed using the AWG cloud height algorithm
1,2,cld_height_base_acha,acha%zc_base,2,1,0,20,1,255,0,10,base_height_of_cloud,km,estimate of actual cloud-base height computed using the AWG cloud height algorithm
1,2,cld_altitude_acha,acha%alt,2,1,0,100000,1,255,0,50000,altitude_at_cloud_top,feet,cloud height altitude computed from pressure values
1,2,acha_processing_order,acha%processing_order,1,0,0,0,0,0,128,0,acha_processing_order,none,integer classification of the order of processing with ACHA
1,2,acha_inversion_flag,ACHA%Inversion_Flag,1,0,0,0,0,0,128,0,acha_inversion_flag,none,flag stating whether ACHA was processed assuming an inversion(1) or not(0)
1,2,cld_height_h2o,Zc_H2O,2,1,0,20,1,255,0,10,height_at_cloud_top_from_h2o_intercept,km,cloud-top height computed using the two-point h2o intercept
1,2,cld_height_opaque,Zc_opaque_cloud,2,1,0,20,1,255,0,10,height_at_cloud_top_assuming_opaque,km,cloud-top height computed using assuming the cloud is opaque
1,2,cld_emiss_acha,acha%ec,1,1,0,1,129,127,128,0.5,convective_cloud_longwave_emissivity,none,"cloud emissivity at the nominal wavelength of 11 microns, determined from the AWG cloud height algorithm - NOAA CDR"
1,2,cld_beta_acha,acha%beta,1,1,0,2,129,127,128,1,not specified,none,cloud 11/12 micron beta value determined from the split-window method
1,2,cld_height_uncer_acha,acha%zc_uncertainty,1,1,0,10,129,127,128,5,not specified,km,cloud height uncertainty computed using the AWG cloud height algorithm
1,2,cld_temp_uncer_acha,acha%tc_uncertainty,1,1,0,100,129,127,128,50,not specified,K,cloud temperature uncertainty computed using the AWG cloud height algorithm
1,2,cld_temp_acha_qf,acha%oe_quality_flags_1,1,0,0,0,0,0,128,0,not specified,none,quality flag for cloud-top temperature from ACHA not attempted=0, failed=1, low quality=2, high quality=3
1,2,cld_emiss_acha_qf,"acha%oe_quality_flags_2",1,0,0,0,0,0,128,0,not specified,none,"quality flag for 11.0 micron cloud emissivity from ACHA not attempted=0, failed=1, low quality=2, high quality=3"
1,2,cld_beta_acha_qf,"acha%oe_quality_flags_3",1,0,0,0,0,0,128,0,not specified,none,"quality flag for cloud 11.0/12.0 micron beta from ACHA not attempted=0, failed=1, low quality=2, high quality=3"
1,2,cld_opd_acha,acha%tau,1,1,-0.2,8,129,127,128,3.9,atmosphere_optical_thickness_due_to_cloud,none,"cloud optical depth at the nominal wavelength of 0.65 microns, determined from ACHA"
1,2,cld_reff_acha,acha%reff,1,1,0,160,129,127,128,80,effective_radius_of_cloud_condensed_water_particles_at_cloud_top,micron,effective radius of cloud particles determined from ACHA; see attributes for channels used
1,2,acha_quality,ACHA%Packed_Quality_Flags,1,0,0,0,0,0,0,0,not specified,none,"quality flags for ACHA products 1:Processed (0=no,1=yes) 2:valid Tc retrieval (1=yes,0=no) 3:valid ec retrieval (1=yes,0=no) 4:valid beta retrieval (1=yes,0=no) 5:degraded Tc retrieval (1=yes,0=no) 6:degraded ec retrieval (1=yes,0=no) 7:degraded beta retrieval (1=yes,0=no)"
1,2,acha_info,ACHA%Packed_Meta_Data_Flags,1,0,0,0,0,0,0,0,not specified,none,processing information for ACHA (0=no/1=yes) 1:Cloud Height Attempted 2:Bias Correction Employed 3:Ice Cloud Retrieval 4:Local Radiative Center Processing Used 5:Multi-layer Retrieval 6:Lower Cloud Interpolation Used 7:Boundary Layer Inversion Assumed
1,2,cld_opd_dcomp,tau_dcomp,2,1,-0.2,160,1,255,0,79.9,atmosphere_optical_thickness_due_to_cloud,none,"cloud optical depth at the nominal wavelength of 0.65 microns, determined from DCOMP - NOAA CDR"
1,2,cld_reff_dcomp,reff_dcomp,2,1,0,160,1,255,0,80,effective_radius_of_cloud_condensed_water_particles_at_cloud_top,micron,effective radius of cloud particles determined from DCOMP; see attributes for channels used - NOAA CDR
1,2,cld_opd_dcomp_unc,tau_dcomp_cost,2,1,-0.2,160,1,255,0,79.9,not specified,none,"uncertainty in the log10 cloud optical depth at the nominal wavelength of 0.65 microns, determined from DCOMP; see attributes for channels used"
1,2,cld_reff_dcomp_unc,reff_dcomp_cost,2,1,0,160,1,255,0,80,not specified,micron,uncertainty in the log10 effective radius of cloud particle determined from DCOMP; see attributes for channels used
1,2,cld_opd_dcomp_qf,tau_dcomp_qf,1,0,0,0,0,0,128,0,not specified,none,"quality flag for cloud optical depth from DCOMP not attempted=0, failed=1, low quality=2, high quality=3"
1,2,cld_reff_dcomp_qf,reff_dcomp_qf,1,0,0,0,0,0,128,0,not specified,none,"quality flag for cloud effective radius from DCOMP not attempted=0, failed=1, low quality=2, high quality=3"
1,2,dcomp_quality,Dcomp_quality_flag,1,0,0,0,0,0,0,0,not specified,none,"quality flags for DCOMP products 1:Processed (0=no,1=yes) 2:valid COD retrieval (0=yes,1=no) 3:valid REF retrieval (0=yes,1=no) 4:degraded COD retrieval (0=no,1=degraded) 5:degraded REF retrieval (0=no,1=degraded) 6:convergency (0=no,1=yes) 7:glint (0=no,1=yes)"
1,2,dcomp_info,dcomp_info_flag,2,0,0,0,0,0,0,0,not specified,none,"processing flags for DCOMP 1:info flag set ? (0=no,1=yes) 2:land/sea mask (0=land,1=sea) 3:day/night mask (0=Day,1=Night) 4:twilight (65-82 solar zenith) (0=no,1=yes) 5:snow (0=no,1= snow) 6:sea-ice (0=no,1=sea-ice) 7:phase (0=liquid,1=ice) 8:thick_cloud (0=no,1=yes) 9:thin_cloud (0=no,1=yes)"
1,2,insolation_dcomp,Insolation_Dcomp,2,1,0,1500,1,255,0,750,surface_downwelling_shortwave_flux_dcomp,W m-2,surface downwelling shortwave flux computed from the DCOMP cloud properties
1,2,insolation_diffuse_dcomp,Insolation_Dcomp_Diffuse,2,1,0,1500,1,255,0,750,surface_downwelling_shortwave_flux_diffuse_dcomp,W m-2,diffuse component of the surface downwelling shortwave flux computed from the DCOMP cloud properties
1,2,cld_opd_nlcomp,Tau_Nlcomp,2,1,-0.2,160,1,255,0,79.9,atmosphere_optical_thickness_due_to_cloud,none,"cloud optical depth at the nominal wavelength of 0.65 microns, determined from NLCOMP"
1,2,cld_reff_nlcomp,Reff_Nlcomp,2,1,0,160,1,255,0,80,effective_radius_of_cloud_particle,micron,effective radius of cloud particles determined from NLCOMP; see attributes for channels used
1,2,cld_opd_nlcomp_unc,Tau_Nlcomp_Cost,2,1,-0.2,160,1,255,0,79.9,atmosphere_optical_thickness_due_to_cloud,none,"uncertainty in cloud optical depth at the nominal wavelength of 0.65 microns, determined from NLCOMP"
1,2,cld_reff_nlcomp_unc,Reff_Nlcomp_Cost,2,1,0,160,1,255,0,80,effective_radius_of_cloud_particle,micron,effective radius of cloud particle determined from NLCOMP; see attributes for channels used
1,2,nlcomp_quality,Nlcomp_quality_flag,1,0,0,0,0,0,0,0,nlcomp_quality,none,"quality flags for NLCOMP products  see documentation http://cimss.ssec.wisc.edu/clavr/ 1:Processed (0=no,1=yes) 2:valid COD retrieval (0=yes,1=no) 3:valid REF retrieval (0=yes,1=no) 4:degraded COD retrieval (0=no,1=degraded) 5:degraded REF retrieval (0=no,1=degraded) 6:convergency (0=no,1=yes) 7:glint (0=no,1=yes)"
1,2,nlcomp_info,Nlcomp_Info_Flag,2,0,0,0,0,0,0,0,nlcomp_info,none,"processing flags for NLCOMP see http://cimss.ssec.wisc.edu/clavr/ 1: info flag set ? (0=no,1=yes) 2: land/sea mask (0=land,1=sea) 3: day/night mask (0=Day,1=Night) 4: twilight (65-82 solar zenith) (0=no,1=yes) 5: snow (0=no,1= snow) 6: sea-ice (0=no,1=sea-ice) 7: phase (0=liquid,1=ice) 8: thick_cloud (0=no,1=yes) 9: thin_cloud (0=no,1=yes)"
1,2,cloud_albedo_0_65um_nom,cloud_063um_albedo,1,1,0,1,129,127,128,0.5,cloud_albedo,none,cloud albedo at 0.65 microns nominal from DCOMP
1,2,cloud_transmission_0_65um_nom,cloud_063um_transmission_solar,1,1,0,1,129,127,128,0.5,not specified,none,cloud transmission 0.65 microns nominal from DCOMP
1,2,cloud_fraction,Cloud_Fraction,1,1,0,1,129,127,128,0.5,cloud_area_fraction,none,cloud fraction computed over a 3x3 pixel array at the native resolution centered on this pixel
1,2,cloud_fraction_uncertainty,Cloud_Fraction_Uncer,1,1,0,1,129,127,128,0.5,not specified,none,cloud fraction uncertainty computed over a 3x3 array
1,2,emissivity_11um_tropopause,ch(31)%Emiss_Tropo,1,1,-0.5,1.2,129,127,128,0.35,not specified,none,"emissivity at the nominal wavelength of 11 microns, assuming the cloud was located at the Tropopause"
1,2,ndvi_sfc,ndvi_sfc,1,1,-0.5,1,129,127,128,0.25,normalized_difference_vegetation_index,none,"normalized difference vegetation index, atmospherically corrected"
1,2,ndvi_sfc_white_sky,Ndvi_Sfc_White_Sky,1,1,-0.5,1,129,127,128,0.25,normalized_difference_vegetation_index_at_surface_from_white_sky_reflectance,none,"normalized difference vegetation index, atmospherically corrected, modis white sky"
1,2,surface_temperature_retrieved,Tsfc_Retrieved,1,1,220,340,129,127,128,280,surface_brightness_temperature,K,surface temperature retrieved using atmospherically corrected 11 micron radiance
1,2,surface_air_temperature_nwp,Tair_Nwp_Pix,1,1,220,340,129,127,128,280,surface_air_temperature_nwp,K,surface air temperature from NWP ancillary data
1,2,surface_radiation_temperature_retrieved,Trad_Retrieved,1,1,220,340,129,127,128,280,surface_radiation_temperature_retrieved,K,surface radiation temperature retrieved using atmospherically corrected 11 micron radiance assuming a black surface
1,2,surface_temperature_background,Tsfc_Nwp_Pix,2,1,220,340,1,255,0,280,surface_temperature,K,surface temperature assumed using ancillary data sources
1,2,surface_relative_humidity_nwp,Rh_Nwp_Pix,1,1,0,110,129,127,128,55,surface_relative_humidity,%,near-surface relative humidity from NWP ancillary data
1,2,surface_pressure_background,Psfc_Nwp_Pix,1,1,700,1100,129,127,128,900,surface_pressure_background,hPa,surface pressure assumed using ancillary data sources
1,2,mean_sealevel_pressure_background,Pmsl_Nwp_Pix,1,1,850,1100,129,127,128,975,mean_sealevel_pressure_background,hPa,mean sealevel pressure assumed using ancillary data sources
1,2,k_index_nwp,K_Index_Nwp_Pix,1,1,-40,80,129,127,128,20,k_index,K,k index computed from NWP ancillary data sources
1,2,cloud_water_path_nwp,Cwp_Nwp_Pix,2,1,0,1200,1,255,0,600,cloud_water_path,g m-2,cloud water path computed from NWP ancillary data sources
1,2,cloud_fraction_nwp,Cfrac_Nwp_Pix,1,1,0,1,129,127,128,0.5,cloud_fraction,none,cloud fraction computed from NWP ancillary data sources
1,2,cld_press_nwp,Pc_Nwp_Pix,1,1,0,1100,129,127,128,550,cld_press,none,cloud-top pressure computed from NWP ancillary data sources
1,2,number_cloud_layers_nwp,Ncld_Layers_Nwp_Pix,1,0,0,0,0,0,128,0,number_cloud_layers,none,number cloud layers in column from NWP ancillary data sources
1,2,cloud_type_nwp,Cld_Type_Nwp_Pix,1,0,0,0,0,0,128,0,cloud_type,none,"cloud type from NWP ancillary data sources, see PATMOS-x documentation for key"
1,2,tropopause_temperature_nwp,Ttropo_Nwp_Pix,1,1,160,260,129,127,128,210,tropopause_temperature,K,tropopause temperature from NWP ancillary data
1,2,lcl_nwp,LCL_Height_Nwp_Pix,1,1,0,20,129,127,128,10,lifting_condensation_level_nwp,km,lifting condensation level from NWP ancillary data
1,2,ccl_nwp,CCL_Height_Nwp_Pix,1,1,0,20,129,127,128,10,convective_condensation_level_nwp,km,convective condensation level from NWP ancillary data
1,2,remote_sensing_reflectance,rsr,1,1,-2,10,129,127,128,4,remote_sensing_reflectance,none,remote sensing reflectance (upward radiance/downward irradiance at surface)
1,2,quality_flags_1,special,1,0,0,0,0,0,128,0,quality_flags_1,none,"first set of packed quality flags, deprecated. Use *_qf variables."
1,2,quality_flags_2,special,1,0,0,0,0,0,128,0,quality_flags_2,none,"second set of packed quality flags, deprecated. Use *_qf variables."
1,2,refl_0_65um_nom_counts,Ch1_Counts,2,0,0,0,0,0,0,0,not specified,none,instrument counts for the nominal 0.65 micron channel
1,2,refl_0_86um_nom_counts,Ch2_Counts,2,0,0,0,0,0,0,0,not specified,none,instrument counts for the nominal 0.86 micron channel
1,2,refl_1_60um_nom_counts,Ch6_Counts,2,0,0,0,0,0,0,0,not specified,none,instrument counts for the nominal 1.6 micron channel
1,2,total_precipitable_water_nwp,Tpw_Nwp_Pix,1,1,0,10,129,127,128,5,atmosphere_mass_content_of_water_vapor,cm,total precipitable water from NWP ancillary data
1,2,refl_3_75um_nom_atmos_corr,ch(20)%Ref_Sfc,2,1,-20,80,1,255,0,30,toa_bidirectional_pseudo_reflectance_3_75_micron_atmos_corr,%,"observed pseudo-reflectance at the nominal wavelength of 3.75 microns, atmospherically corrected, expressed as a percentage using PATMOS-x calibration"
1,2,refl_0_65um_nom_atmos_corr,ch(1)%Ref_Sfc,2,1,-2,120,1,255,0,59,toa_bidirectional_pseudo_reflectance_0_65_micron_atmos_corr,%,"observed pseudo-reflectance at the nominal wavelength of 0.65 microns, atmospherically corrected, expressed as a percentage using PATMOS-x calibration"
1,2,refl_0_86um_nom_atmos_corr,ch(2)%Ref_Sfc,1,1,-2,120,129,127,128,59,toa_bidirectional_pseudo_reflectance_0_85_micron_atmos_corr,%,"observed pseudo-reflectance at the nominal wavelength of 0.85 microns, atmospherically corrected, expressed as a percentage using PATMOS-x calibration"
1,2,refl_1_60um_nom_atmos_corr,ch(6)%Ref_Sfc,1,1,-2,120,129,127,128,59,toa_bidirectional_pseudo_reflectance_1_60_micron_atmos_corr,%,"observed pseudo-reflectance at the nominal wavelength of 1.60 microns, atmospherically corrected, expressed as a percentage using PATMOS-x calibration"
1,2,pixel_sst_masked,Sst_Masked,1,1,265,315,129,127,128,290,sea_surface_skin_temperature_masked,K,sea surface skin temperature at the pixel with land mask and cloud mask applied
1,2,refl_0_65um_nom_unnormalized,ch(1)%Ref_Toa_Unnorm,2,1,-2,120,1,255,0,59,toa_bidirectional_reflectance_0_65_micron_nominal_unormalized_to_solar_zenith,%,top of atmosphere reflectance at the nominal wavelength of 0.65 microns unnormalized to the cosine of the solar zenith angle
1,2,refl_0_86um_nom_unnormalized,ch(2)%Ref_Toa_Unnorm,2,1,-2,120,1,255,0,59,toa_bidirectional_reflectance_0_86_micron_nominal_unormalized_to_solar_zenith,%,top of atmosphere reflectance at the nominal wavelength of 0.86 microns unnormalized to the cosine of the solar zenith angle
1,2,refl_1_60um_nom_unnormalized,ch(6)%Ref_Toa_Unnorm,2,1,-2,120,1,255,0,59,toa_bidirectional_reflectance_1_60_micron_nominal_unormalized_to_solar_zenith,%,top of atmosphere reflectance at the nominal wavelength of 1.60 microns unnormalized to the cosine of the solar zenith angle
1,2,refl_0_65um_nom_clear_sky,Ch(1)%Ref_Toa_Clear,2,1,-2,120,1,255,0,59,toa_bidirectional_reflectance_assuming_clear_sky_0_65_micron_nominal,%,top of atmosphere bidirectional reflectance modeled assuming clear skies at the nominal wavelength of 0.65 microns
1,2,temp_3_75um_nom_clear_sky,ch(20)%Bt_Toa_Clear,2,1,180,340,1,255,0,260,toa_brightness_temperature_assuming_clear_sky_3_75_micron_nominal,K,top of atmosphere brightness temperature modeled assuming clear skies at the nominal wavelength of 11.0 microns
1,2,temp_8_5um_nom_clear_sky,Ch(27)%Bt_Toa_Clear,2,1,180,340,1,255,0,260,toa_brightness_temperature_assuming_clear_sky_8_5_micron_nominal,K,top of atmosphere brightness temperature modeled assuming clear skies at the nominal wavelength of 8.5 microns
1,2,temp_11_0um_nom_clear_sky,Ch(31)%Bt_Toa_Clear,2,1,180,340,1,255,0,260,toa_brightness_temperature_assuming_clear_sky,K,top of atmosphere brightness temperature modeled assuming clear skies at the nominal wavelength of 11.0 microns
1,2,temp_12_0um_nom_clear_sky,Ch(32)%Bt_Toa_Clear,2,1,180,340,1,255,0,260,toa_brightness_temperature_assuming_clear_sky_12_0_micron_nominal,K,top of atmosphere brightness temperature modeled assuming clear skies at the nominal wavelength of 12.0 microns
1,2,refl_0_65um_nom_mean_3x3,Ref_Ch1_Mean_3x3,2,1,-2,120,1,255,0,59,not specified,%,mean of the 0.65 micron nominal reflectance computed over a 3x3 pixel array
1,2,pixel_sst_unmasked,Sst_Unmasked,2,1,265,315,1,255,0,290,sea_surface_skin_temperature_unmasked,K,sea surface skin temperature at the pixel with land mask applied and cloud mask not applied
1,2,wind_speed_10m_nwp,Wnd_Spd_10m_Nwp_Pix,1,1,0,50,129,127,128,25,wind_speed_10m_above_ground,m/s,wind speed from the NWP ancillary data at 10m above ground level
1,2,wind_direction_10m_nwp,Wnd_Dir_10m_Nwp_Pix,1,1,0,360,129,127,128,180,wind_direction_10m_above_ground,degrees,wind direction from the NWP ancillary data at 10m above ground level
1,2,refl_0_65um_nom_dark,Ref_Ch1_Dark_Composite,2,1,-2,120,1,255,0,59,toa_bidirectional_reflectance_0_65_micron_nominal_dark_sky_composite,%,top of atmosphere reflectance at the nominal wavelength of 0.65 microns generated from a dark-sky compositing method
1,2,cloud_water_path,Cwp_Dcomp,1,1,0,1200,129,127,128,600,not specified,g m-2,integrated total cloud water over whole column
1,2,rain_rate,Rain_Rate_Dcomp,1,1,0,32,129,127,128,16,rain_rate,mm h-1,derived rain rate
1,2,wind_speed_cloud_top_nwp,Wnd_Spd_Cld_Top_Nwp_Pix,1,1,0,50,129,127,128,25,wind_speed_cloud_top,m/s,wind speed from the NWP ancillary data at cloud-top level
1,2,wind_direction_cloud_top_nwp,Wnd_Dir_Cld_Top_Nwp_Pix,1,1,0,360,129,127,128,180,wind_direction_cloud_top,degrees,wind direction from the NWP ancillary data at cloud-top level
